word,part_of_speech,observations,avg_gender_score,p_value
improve,VERB,3595,0.29652851182197454,1.8392512101851003e-34
review,VERB,3444,0.39496515679442423,0.9860928008565923
facility,NOUN,3370,0.3458427299703262,4.780353858401243e-09
read,VERB,3357,0.3739827226690498,0.014109232711600667
assist,VERB,3289,0.496108239586501,7.657256596613597e-32
part,NOUN,3281,0.43056080463273355,3.1451970537761995e-05
prepare,VERB,3241,0.5352761493366244,1.7871193472595168e-58
medical,ADJ,3137,0.5553745616831378,1.6184324737384704e-73
guidance,NOUN,3093,0.326563207242159,4.877500905219756e-15
thankful,ADJ,3038,0.3521000658327841,1.2550633615854461e-06
antibody,NOUN,3036,0.2490085638998674,1.6520914493649927e-64
lab,NOUN,3032,0.4018205804749336,0.4244496891030173
design,NOUN,3031,0.3675057736720548,0.0020342593830758506
patient,NOUN,3031,0.4866776641372488,1.1895233151964808e-24
indebted,ADJ,3017,0.35942658269804384,6.69711570901632e-05
writing,NOUN,3015,0.5678606965174133,6.903144402984622e-82
that,ADJ,2988,0.3056894243641225,4.694184479177712e-24
team,NOUN,2910,0.4223539518900339,0.002406471174902167
figure,NOUN,2881,0.43333911836167965,2.5159167493414213e-05
input,NOUN,2867,0.3633623997209622,0.0005421420902358325
revision,NOUN,2864,0.45663407821228985,2.1000428931580422e-11
invaluable,ADJ,2862,0.4132040531097135,0.04671777629106601
many,ADJ,2848,0.319301264044943,7.668688368059825e-17
make,VERB,2813,0.3187522218272296,6.834520880223378e-17
use,NOUN,2754,0.2895424836601297,1.1826218305359414e-30
gratitude,NOUN,2737,0.3708403361344533,0.0098391962466858
development,NOUN,2676,0.384316143497757,0.27675170164797913
line,NOUN,2645,0.29740642722117133,1.6606756212999052e-25
constructive,ADJ,2645,0.29381096408317503,3.385780454568197e-27
all,ADJ,2629,0.4608406238113347,7.20268892672637e-12
which,ADJ,2627,0.3594899124476584,0.00020446674941081096
access,NOUN,2543,0.27480928037750607,7.103991972888819e-37
kind,ADJ,2521,0.30493058310194254,6.62555296961317e-21
share,VERB,2501,0.2944342263094754,1.4604877824397143e-25
generous,ADJ,2495,0.2694028056112216,2.457757635324536e-39
editor,NOUN,2462,0.21891145410235568,3.3982212291809254e-77
expert,ADJ,2401,0.5766472303207003,4.571963459765802e-72
participate,VERB,2397,0.48596996245306684,2.0554517118623532e-19
collect,VERB,2382,0.444941225860621,7.405147435646668e-07
regard,VERB,2371,0.30212568536482415,6.738068065945571e-21
animal,NOUN,2330,0.473278969957082,1.7830745262276046e-14
field,NOUN,2326,0.3267196904557175,1.0542868164450913e-11
conduct,VERB,2313,0.4608560311284048,1.437461916246492e-10
give,VERB,2282,0.3555214723926373,0.00012547504812154467
image,NOUN,2263,0.3559213433495359,0.00015268771658119682
contribute,VERB,2218,0.39456266907123483,1.0
colleague,NOUN,2217,0.34445647271087,9.971672435830926e-07
develop,VERB,2178,0.31594123048668415,2.931087047547441e-14
participant,NOUN,2151,0.5479265457926553,2.17987174707657e-46
insightful,ADJ,2148,0.2757309124767213,8.428711645112023e-31
dedicate,VERB,2146,0.22515843429636428,1.7532073416886689e-62
group,NOUN,2139,0.39481065918653574,1.0
strain,NOUN,2122,0.3156032045240336,3.8032946712096045e-14
measurement,NOUN,2099,0.36427346355407325,0.003968808669881894
financial,ADJ,2098,0.34624880838894145,4.618136020148275e-06
initial,ADJ,2067,0.415713594581519,0.05297115230389747
feedback,NOUN,2042,0.3699118511263461,0.02220536730239677
clinical,ADJ,2007,0.5093672147483812,3.4602660969065193e-25
program,NOUN,1993,0.36021575514300047,0.0014414682728425836
funding,NOUN,1952,0.41478483606557315,0.07461900393166696
management,NOUN,1939,0.528174316658072,2.0956567775634355e-32
expertise,NOUN,1928,0.4029408713692949,0.48464303502033834
plasmid,ADJ,1870,0.23475935828876962,7.207713152282518e-49
experimental,ADJ,1869,0.34574103798822864,1.3191010040316204e-05
want,VERB,1861,0.4043310048361093,0.4066275026881838
scientific,ADJ,1856,0.3792456896551722,0.16842782060024047
go,VERB,1795,0.3785793871866289,0.16137600777522382
fruitful,ADJ,1743,0.24032128514056153,1.9691205423600714e-42
editorial,NOUN,1738,0.5975719217491374,7.314596641727653e-65
proofread,VERB,1737,0.49135290731145637,4.447037344068946e-16
information,NOUN,1722,0.39463414634146293,1.0
microscopy,NOUN,1718,0.4266763678696158,0.007124792891823679
material,NOUN,1644,0.33236618004866153,1.7044469146826677e-07
write,VERB,1610,0.4223788819875771,0.02327091020145227
revise,VERB,1603,0.40668746101060493,0.3576716296968865
do,VERB,1587,0.3426149968493986,1.768259042287003e-05
time,NOUN,1573,0.39973299427844833,0.7180459494244267
serve,VERB,1564,0.15335038363171352,9.100955148276274e-97
care,NOUN,1562,0.502592829705506,6.350140767992415e-18
sequencing,NOUN,1555,0.39779421221864947,0.8356012912779371
receive,VERB,1530,0.38838562091503237,0.6193109143149456
effort,NOUN,1529,0.445938521909745,5.5405953866296e-05
database,NOUN,1515,0.42286468646864617,0.027274066661001725
software,NOUN,1509,0.1707620941020538,1.686218856097222e-79
other,ADJ,1494,0.4048393574297186,0.4586720887575252
supply,VERB,1485,0.2914545454545447,9.155633184590501e-17
service,NOUN,1480,0.483912162162162,4.135785525393799e-12
tissue,NOUN,1475,0.44976271186440686,1.9904418920210984e-05
encouragement,NOUN,1474,0.21704206241519625,4.434383989046999e-48
particular,ADJ,1463,0.4217840054682159,0.034619309845866725
obtain,VERB,1434,0.3332287308228728,1.29099518466273e-06
plasmid,NOUN,1430,0.24102097902097835,7.939354428036118e-35
model,NOUN,1425,0.24875789473684165,2.6875005247821443e-31
memory,NOUN,1422,0.2312025316455691,3.1885036081966635e-39
careful,ADJ,1416,0.43552259887005595,0.0021154780158985685
student,NOUN,1407,0.48431414356787544,1.1897902417015916e-11
insight,NOUN,1378,0.3073076923076917,1.5568942395693828e-11
collaboration,NOUN,1368,0.39412280701754365,0.9779379622253965
final,ADJ,1340,0.4651492537313431,1.9252533010039685e-07
search,NOUN,1331,0.6974455296769354,3.096123602465031e-110
result,NOUN,1329,0.3296237772761466,1.0120995226662166e-06
carry,VERB,1328,0.3704969879518072,0.0724342196349203
vector,NOUN,1318,0.23832321699544737,3.456712157679452e-33
dna,NOUN,1314,0.4500989345509892,5.353484709987765e-05
extend,VERB,1285,0.3887159533073926,0.6481000112208226
text,NOUN,1262,0.46935023771790757,8.115695091186082e-08
human,ADJ,1236,0.34009708737864075,7.46892224815522e-05
protein,NOUN,1232,0.3354058441558438,1.7945609008500936e-05
protocol,NOUN,1229,0.4257607811228639,0.028589939834972412
correction,NOUN,1223,0.43019623875715446,0.011858979155879228
allow,VERB,1219,0.2898933552091874,2.0701398893274658e-14
expression,NOUN,1214,0.3041186161449752,5.229990889901039e-11
publication,NOUN,1211,0.39111478117258397,0.7913677955722472
fellowship,NOUN,1204,0.3924252491694354,0.8596533292128139
confocal,ADJ,1193,0.39824811399832316,0.8127292674975832
permission,NOUN,1186,0.30650927487352414,2.7014152604547743e-10
assay,NOUN,1183,0.46484361792054085,1.3926179681987745e-06
culture,NOUN,1177,0.5328122344944777,1.3563640096184e-21
due,ADJ,1177,0.37797790994052616,0.23296554731480568
processing,NOUN,1176,0.4470238095238095,0.0003045541952569742
system,NOUN,1171,0.22997438087104996,5.646752640913482e-33
imaging,NOUN,1170,0.36540170940170874,0.039026646137448606
administrative,ADJ,1153,0.7289418907198625,1.4088796194507697e-116
grant,VERB,1138,0.3498769771528995,0.0019682655372877987
addition,NOUN,1129,0.41280779450841415,0.22327639389668696
acquisition,NOUN,1115,0.4462780269058296,0.0005321217475987725
survey,NOUN,1096,0.4714689781021896,3.2644079856454464e-07
process,NOUN,1095,0.48410045662100437,2.2049965714822824e-09
include,VERB,1094,0.42621572212065817,0.035432747215118986
late,ADJ,1090,0.20982568807339427,5.208908216602149e-39
construct,NOUN,1085,0.2839447004608293,2.734701416680603e-14
literature,NOUN,1078,0.6026994434137293,1.0212221981302906e-42
take,VERB,1072,0.4597574626865668,2.090300111093359e-05
possible,ADJ,1062,0.38523540489642116,0.5303279678272184
appreciation,NOUN,1061,0.3904335532516488,0.7775227032262242
provision,NOUN,1057,0.2651466414380322,1.0108039527516909e-18
previous,ADJ,1051,0.29411037107516624,1.225541378833022e-11
proofreading,NOUN,1051,0.48398667935299705,5.872674872149944e-09
stage,NOUN,1050,0.3649047619047614,0.050258240628010147
sincere,ADJ,1043,0.3415723873441993,0.00043269418252352257
electron,NOUN,1041,0.44555235350624356,0.0010819599269528356
sequence,NOUN,1038,0.2839884393063585,6.752240510871329e-14
proof,NOUN,1035,0.5010048309178745,6.743629751148488e-12
data,NOUN,1028,0.45764591439688684,4.9686453937824936e-05
great,ADJ,1028,0.3880350194552524,0.6323654208288223
number,NOUN,1027,0.3513242453748784,0.004044232920734835
thoughtful,ADJ,1022,0.3484637964774951,0.0023596999663801185
generate,VERB,1016,0.3562893700787398,0.010234344916698775
method,NOUN,1001,0.30343656343656283,1.6254995522508756e-09
first,ADJ,987,0.36397163120567344,0.04704209046277369
interpretation,NOUN,980,0.3482653061224487,0.0029227430595830453
trial,NOUN,979,0.4913074565883556,1.5927719811421762e-09
referee,NOUN,977,0.23584442169907863,7.774276356039486e-26
hospital,NOUN,971,0.36794026776519057,0.08780992229770526
reagent,NOUN,953,0.27831059811122755,6.703849252693539e-14
gene,NOUN,942,0.31934182590233545,1.5142074627589208e-06
available,ADJ,940,0.2584787234042552,9.974499733093258e-19
additional,ADJ,938,0.38434968017057497,0.5042971604018454
specimen,NOUN,935,0.31866310160427774,1.1722173530058506e-06
recruitment,NOUN,927,0.6291477885652648,9.42765570009896e-47
whose,ADJ,926,0.32938444924406,4.6299951390094796e-05
participation,NOUN,925,0.4533081081081075,0.0003160760626048333
facilitate,VERB,918,0.4063725490196071,0.47835985654009194
department,NOUN,915,0.39121311475409815,0.8128804815585271
design,VERB,907,0.3925358324145533,0.9188460458434871
equipment,NOUN,899,0.24295884315906544,7.698207446561901e-22
nurse,NOUN,897,0.705340022296545,1.5200882172685767e-78
cooperation,NOUN,896,0.39171875,0.837544702014888
quality,NOUN,883,0.40090600226500517,0.7567808116067589
health,NOUN,875,0.4423314285714282,0.004094722353516717
cytometry,NOUN,867,0.46829296424452127,1.1600558686753586e-05
training,NOUN,867,0.41749711649365606,0.1986100501817935
set,VERB,861,0.311149825783972,2.8052695740440377e-07
plant,NOUN,859,0.34179278230500537,0.0013103745882440368
original,ADJ,851,0.3184018801410102,2.997223226479053e-06
blood,NOUN,846,0.5240898345153663,3.770040495281591e-14
investigator,NOUN,843,0.3552787663107947,0.018203278242454265
base,VERB,834,0.36459232613908826,0.07656653846356046
evaluation,NOUN,831,0.38977135980746075,0.749472110890715
fund,NOUN,830,0.3118072289156628,6.256208249951514e-07
identification,NOUN,820,0.3169634146341463,3.261712513990078e-06
illustration,NOUN,817,0.464908200734394,5.98645258564412e-05
linguistic,ADJ,808,0.43863861386138603,0.011766018392078088
test,NOUN,806,0.44744416873449117,0.0027656719719617957
family,NOUN,805,0.4979006211180121,4.609721519710528e-09
important,ADJ,803,0.35476961394769646,0.018891207193316734
site,NOUN,800,0.39002499999999984,0.8002283521174876
assistant,NOUN,799,0.59459324155194,5.505531271907532e-30
control,NOUN,797,0.3845294855708906,0.5620955709055522
testing,NOUN,794,0.45064231738035276,0.001777394360143003
strain,VERB,786,0.3109287531806614,1.1443407881559783e-06
create,VERB,784,0.37835459183673453,0.3421967866267685
case,NOUN,782,0.385473145780051,0.5834551648515283
work,VERB,781,0.38220230473751615,0.4642887802333563
core,NOUN,780,0.43156410256410227,0.040245321737953504
co,NOUN,763,0.382634338138925,0.45917744290555096
section,NOUN,761,0.4244940867279894,0.09518950846923949
no,NOUN,745,0.45173154362416157,0.001849385653937502
expert,NOUN,744,0.48106182795698943,2.6209413682612774e-06
professional,ADJ,734,0.5026430517711175,5.330810225885999e-09
procedure,NOUN,725,0.459393103448276,0.00040606053765149404
present,VERB,721,0.3304854368932039,0.0003883329340901733
lead,VERB,717,0.3615899581589955,0.07248167720089756
kind,NOUN,717,0.30987447698744763,2.485731091645373e-06
interest,NOUN,715,0.3085874125874126,1.6289799573855537e-06
continuous,ADJ,705,0.2751347517730496,2.087771165792638e-11
idea,NOUN,703,0.2929587482219056,1.5619408386646096e-08
resource,NOUN,699,0.2878540772532188,4.4398773320668486e-09
involve,VERB,697,0.454777618364419,0.001682611834238025
x,NOUN,694,0.2530691642651295,3.6840206563480435e-15
role,NOUN,694,0.442608069164265,0.011543924431934686
present,ADJ,691,0.35091172214182326,0.017550559367402012
submission,NOUN,690,0.5180289855072462,8.154093232077459e-11
preliminary,ADJ,689,0.4362699564586356,0.029106124644992938
statistic,NOUN,688,0.35059593023255786,0.017343177179446792
professor,NOUN,684,0.27480994152046795,3.92947508341789e-11
analyze,VERB,682,0.3692668621700879,0.15861974971294707
secretarial,ADJ,682,0.8494134897360711,2.2405928891731487e-132
library,NOUN,678,0.4447050147492623,0.009470845919852304
reference,NOUN,677,0.45044313146233383,0.004083406060574635
code,NOUN,676,0.20576923076923093,9.456412521756367e-26
microscope,NOUN,676,0.3530029585798815,0.02485072516534033
extraction,NOUN,675,0.5429481481481483,1.0517754015539893e-14
translation,NOUN,672,0.5620684523809525,3.79834850598035e-18
microarray,ADJ,671,0.39551415797317424,0.999999999999986
donation,NOUN,670,0.3011492537313431,3.902616733566429e-07
high,ADJ,668,0.3207485029940117,7.392264405558122e-05
production,NOUN,667,0.4067766116941526,0.5524614476915493
director,NOUN,667,0.31493253373313346,2.1676165054190835e-05
implementation,NOUN,664,0.3624397590361446,0.08079068873082752
consultant,NOUN,663,0.3403469079939668,0.003697949709270172
relate,VERB,660,0.34487878787878773,0.007612762379059869
report,NOUN,657,0.44074581430745796,0.0185167205883816
year,NOUN,655,0.3189770992366407,5.2253547120294195e-05
construction,NOUN,646,0.3848606811145505,0.6008711846562209
course,NOUN,644,0.3367857142857143,0.0021623210615920336
consultation,NOUN,641,0.36488299531981266,0.11499547658849252
ray,NOUN,640,0.24885937499999983,7.097129871918504e-15
comment,VERB,635,0.3595905511811022,0.06777527777395774
maintain,VERB,634,0.3445741324921133,0.009267531735390081
coordinate,VERB,632,0.5572151898734173,2.1645856620318336e-16
map,NOUN,622,0.3155466237942122,4.710033172018703e-05
dataset,NOUN,621,0.34938808373590985,0.01723594515009559
spectrometry,NOUN,618,0.31741100323624594,7.550692443386253e-05
strategy,NOUN,617,0.6714100486223669,1.3879760864751894e-43
improvement,NOUN,616,0.3491558441558441,0.02095497309819757
award,NOUN,615,0.37972357723577227,0.43342221550597
foundation,NOUN,611,0.26602291325695576,2.0640873242157527e-11
technician,NOUN,604,0.5042715231788081,7.054325157577784e-08
flow,ADJ,596,0.4524328859060404,0.004970720728042
aspect,NOUN,595,0.3685378151260505,0.1936063713500925
follow,VERB,593,0.38296795952782464,0.5850257697307824
seed,NOUN,592,0.25722972972972985,2.0941142533020152e-12
structure,NOUN,591,0.23296108291032155,5.718187004964305e-17
construct,VERB,589,0.32205432937181666,0.0002392669023056576
molecular,ADJ,587,0.42131175468483784,0.20523647823925967
produce,VERB,585,0.34208547008546986,0.008734331533704703
source,NOUN,583,0.28646655231560864,5.278597639737325e-08
histological,ADJ,582,0.5081443298969073,5.0156505925271384e-08
run,VERB,580,0.40958620689655195,0.49690676897413466
former,ADJ,577,0.31616984402079695,8.681836194663744e-05
several,ADJ,575,0.2791478260869564,5.680738568347657e-09
identify,VERB,573,0.3680802792321115,0.17165481463631277
donate,VERB,573,0.26439790575916233,4.834048274732738e-11
offer,VERB,572,0.368828671328671,0.18494668178333135
maintenance,NOUN,567,0.4930864197530865,2.670964970796483e-06
center,NOUN,563,0.4142984014209591,0.3652863763829135
questionnaire,NOUN,557,0.532405745062837,8.071594651956503e-11
manager,NOUN,550,0.46218181818181825,0.0014337441439513376
patient,ADJ,548,0.551131386861314,1.839808983433307e-13
sample,VERB,545,0.3827339449541285,0.5689446293389836
mass,ADJ,545,0.31873394495412816,0.00022579877325314214
bioinformatic,NOUN,543,0.27686924493554316,9.703808025019435e-09
coordinator,NOUN,543,0.6210497237569061,3.1713423566119e-26
phase,NOUN,541,0.3917560073937152,0.8603765243312107
assessment,NOUN,537,0.5029795158286777,4.3806810088088954e-07
subject,NOUN,535,0.46897196261682234,0.0006523639391627111
correct,VERB,535,0.3934018691588781,0.9295861255033933
concern,VERB,535,0.2507102803738317,2.618371138148689e-12
r,NOUN,527,0.22222011385199256,5.0925559749393725e-17
content,NOUN,526,0.3753231939163498,0.349385041530166
skillful,ADJ,524,0.717805343511451,1.4277273150154837e-50
virus,NOUN,523,0.30323135755258096,1.349348078689966e-05
transgenic,ADJ,522,0.3209386973180076,0.0004677416042571991
award,VERB,520,0.3817499999999998,0.5302396215432854
technique,NOUN,518,0.38969111969111975,0.7874579349705086
suggest,VERB,513,0.2291423001949321,1.4102142417168715e-15
general,ADJ,512,0.38607421875,0.6841274979756791
calculation,NOUN,512,0.24068359375000017,2.0643722060718384e-13
generation,NOUN,509,0.41265225933202365,0.4145801171323738
cancer,NOUN,508,0.4278543307086615,0.13442518505192563
volunteer,NOUN,504,0.5215674603174607,1.3750779869498785e-08
manage,VERB,500,0.5036800000000001,1.4191116406370107e-06
mutant,ADJ,497,0.28758551307847074,5.090944646642531e-07
community,NOUN,490,0.38542857142857134,0.6440922980562207
unpublished,ADJ,488,0.22797131147541003,5.561536291817381e-15
specie,NOUN,487,0.265934291581109,2.3740016368448934e-09
friend,NOUN,485,0.26160824742268063,5.067179527948487e-10
assay,ADJ,485,0.3912164948453609,0.852645138532943
coordination,NOUN,484,0.6574793388429754,2.9434035213065335e-31
computational,ADJ,484,0.19607438016528933,3.559290903196149e-21
activity,NOUN,484,0.41309917355371895,0.45725365217182157
criticism,NOUN,484,0.2670867768595044,3.836718579210269e-09
type,NOUN,482,0.26591286307053935,3.4926033057605267e-09
initiate,VERB,481,0.2902079002079004,1.4414223368826151e-06
various,ADJ,474,0.35179324894514774,0.048485240953320796
microscopy,ADJ,472,0.40707627118644063,0.6045799545029884
tem,NOUN,471,0.4517834394904456,0.014251231067006067
isolation,NOUN,469,0.512132196162047,3.027559536998936e-07
interview,NOUN,469,0.6937313432835821,7.881455030720901e-39
personnel,NOUN,467,0.44188436830835126,0.041778551716436366
unit,NOUN,467,0.4591648822269805,0.005209567669709904
recipient,NOUN,463,0.35576673866090686,0.07854849313338655
instrument,NOUN,462,0.3931168831168831,0.924205346038509
programming,NOUN,461,0.24316702819956626,8.823304741797956e-12
issue,NOUN,460,0.31882608695652176,0.0006917660238946818
precious,ADJ,457,0.49350109409190374,2.4227487188659844e-05
histology,NOUN,455,0.5227692307692305,6.648540395381345e-08
analyse,VERB,455,0.3975384615384617,0.9617924288896599
photograph,NOUN,455,0.29881318681318675,1.5047825293163148e-05
behalf,NOUN,454,0.5467180616740092,8.899892449310809e-11
logistical,ADJ,453,0.41821192052980094,0.33649600213793374
establish,VERB,451,0.39858093126385824,0.9233131966370528
programme,NOUN,451,0.4732150776053216,0.0008711367724790948
tool,NOUN,451,0.30583148558758316,7.459754012701609e-05
extensive,ADJ,450,0.354177777777778,0.07447018182936445
purification,NOUN,449,0.46400890868596883,0.0032065498692940685
researcher,NOUN,449,0.4314922048997771,0.1344447376881417
check,VERB,448,0.39084821428571387,0.8847837275437225
cdna,NOUN,445,0.2519325842696631,2.911914877788345e-10
thesis,NOUN,440,0.5200000000000001,2.0336952436719248e-07
clone,NOUN,439,0.2664236902050115,1.2121382775675478e-08
genome,NOUN,434,0.2614285714285715,5.457405862926158e-09
grammar,NOUN,432,0.5039351851851852,6.921446041308644e-06
synthesis,NOUN,432,0.36884259259259267,0.2788811813762568
fish,NOUN,427,0.3449180327868853,0.033308209870549915
platform,NOUN,427,0.34032786885245914,0.01996278099728155
flow,NOUN,426,0.409906103286385,0.5856593784573287
isolate,VERB,424,0.4052830188679246,0.7281237190372064
format,VERB,422,0.6683412322274886,1.1738361689482101e-29
complete,VERB,422,0.4500710900473933,0.028324373148522177
publish,VERB,421,0.3005700712589075,5.157888225984134e-05
outstanding,ADJ,420,0.5670714285714283,1.2076702710329977e-12
mutant,NOUN,420,0.31747619047619047,0.0009752002728521549
msc,NOUN,420,0.5235238095238097,1.794806745685069e-07
inspire,VERB,417,0.2896402877697842,6.04766615237417e-06
computer,NOUN,416,0.24081730769230786,3.4640135224772214e-11
hold,VERB,416,0.36399038461538485,0.1924526719941297
approval,NOUN,415,0.383566265060241,0.6515218462890622
agreement,NOUN,413,0.6035351089588391,1.509747466038915e-17
employee,NOUN,410,0.516,1.095839253766604e-06
numerous,ADJ,408,0.28291666666666687,2.2523392489187145e-06
current,ADJ,407,0.3626044226044225,0.17126548519185425
genotyping,NOUN,403,0.5507196029776675,5.179940536806436e-10
simulation,NOUN,403,0.2033995037220844,1.2872805156969801e-16
organize,VERB,403,0.5068734491315132,6.7137011677701675e-06
knowledge,NOUN,402,0.34014925373134347,0.021604249982808764
fieldwork,NOUN,401,0.37311720698254364,0.35808055683416745
process,VERB,401,0.41850374064837925,0.38523211792872286
stimulate,VERB,401,0.25114713216957607,1.2359053691178152e-09
sampling,NOUN,398,0.4016080402010051,0.8376951196522764
detailed,ADJ,394,0.34223350253807117,0.02670940870767908
primary,ADJ,391,0.42163682864450125,0.3257591427950688
constant,ADJ,391,0.3190537084398978,0.0015845248410406329
supervision,NOUN,389,0.39125964010282765,0.9173989188890903
report,VERB,388,0.34461340206185564,0.03773538143126211
script,NOUN,388,0.17494845360824735,4.112884312408702e-21
translate,VERB,387,0.5040568475452196,1.4807378893748283e-05
head,NOUN,385,0.37425974025974035,0.434269777828541
immunohistochemistry,NOUN,384,0.5596354166666666,1.3452420461857803e-10
treatment,NOUN,382,0.3562565445026178,0.1290766675287638
meeting,NOUN,380,0.36849999999999977,0.31874065818716124
investigation,NOUN,380,0.3770526315789472,0.49517968251829053
intellectual,ADJ,379,0.29356200527704485,3.968914437436044e-05
speciman,NOUN,378,0.3375925925925926,0.02051695499562834
brain,NOUN,377,0.41363395225464206,0.527357312670273
child,NOUN,377,0.5583554376657826,2.5058377761094043e-10
scholarship,NOUN,376,0.3340425531914895,0.015115563595216437
scientist,NOUN,374,0.323529411764706,0.004996678716755729
draft,VERB,373,0.4944504021447723,0.00013043213133260602
deep,ADJ,372,0.34424731182795715,0.049585876686382535
show,VERB,371,0.37083557951482465,0.33914082026734044
recombinant,ADJ,367,0.31231607629427804,0.0009136287180657928
supply,NOUN,365,0.3295890410958904,0.010108872147974474
form,NOUN,364,0.39013736263736287,0.8723814337070326
beamline,NOUN,364,0.25502747252747254,1.4361439061259988e-08
stock,NOUN,362,0.2879558011049725,2.548765038885794e-05
performance,NOUN,361,0.3722714681440441,0.3890332107702828
implement,VERB,360,0.2860000000000001,1.1690182970829365e-05
pass,VERB,359,0.26805013927576615,5.846788187805171e-07
yeast,NOUN,358,0.30041899441340797,0.00018399766663943724
colony,NOUN,357,0.500672268907563,7.37080234059475e-05
planning,NOUN,357,0.4263025210084034,0.2338423061937386
monoclonal,ADJ,356,0.24112359550561815,6.381287135609718e-10
application,NOUN,355,0.33476056338028193,0.0168280889461076
opportunity,NOUN,354,0.26180790960451994,1.1312712087858952e-07
recruit,VERB,354,0.6042372881355932,4.715990062703214e-15
