word,part_of_speech,observations,avg_gender_score,p_value,effect_size,category,
obtain,VERB,1434,0.333228730822873,1.29099518466273E-06,-0.06141333911824,,
plasmid,NOUN,1430,0.241020979020978,7.93935442803612E-35,-0.153621090920134,1,
model,NOUN,1425,0.248757894736842,2.68750052478214E-31,-0.145884175204271,2.1,
memory,NOUN,1422,0.231202531645569,3.18850360819666E-39,-0.163439538295543,,
careful,ADJ,1416,0.435522598870056,0.002115478015899,0.040880528928944,,
student,NOUN,1407,0.484314143567875,1.18979024170159E-11,0.089672073626763,,
insight,NOUN,1378,0.307307692307692,1.55689423956938E-11,-0.087334377633421,4,
final,ADJ,1340,0.465149253731343,1.92525330100397E-07,0.070507183790231,,
search,NOUN,1331,0.697445529676935,3.09612360246503E-110,0.302803459735823,,
result,NOUN,1329,0.329623777276147,1.01209952266622E-06,-0.065018292664966,,
vector,NOUN,1318,0.238323216995447,3.45671215767945E-33,-0.156318852945665,1,
dna,NOUN,1314,0.450098934550989,5.35348470998777E-05,0.055456864609877,1,
text,NOUN,1262,0.469350237717908,8.11569509118608E-08,0.074708167776795,5,
human,ADJ,1236,0.340097087378641,7.46892224815522E-05,-0.054544982562472,1,
protein,NOUN,1232,0.335405844155844,1.79456090085009E-05,-0.059236225785269,1,
allow,VERB,1219,0.289893355209187,2.07013988932747E-14,-0.104748714731925,,
expression,NOUN,1214,0.304118616144975,5.22999088990104E-11,-0.090523453796137,,
permission,NOUN,1186,0.306509274873524,2.70141526045477E-10,-0.088132795067588,4,
assay,NOUN,1183,0.464843617920541,1.39261796819877E-06,0.070201547979428,3.1 or 3.2,
culture,NOUN,1177,0.532812234494478,1.3563640096184E-21,0.138170164553365,3.1,
processing,NOUN,1176,0.44702380952381,0.000304554195257,0.052381739582697,,
system,NOUN,1171,0.22997438087105,5.64675264091348E-33,-0.164667689070063,,
administrative,ADJ,1153,0.728941890719862,1.40887961945077E-116,0.33429982077875,6,
grant,VERB,1138,0.349876977152899,0.001968265537288,-0.044765092788213,,
acquisition,NOUN,1115,0.44627802690583,0.000532121747599,0.051635956964717,2.2,
survey,NOUN,1096,0.47146897810219,3.26440798564545E-07,0.076826908161077,6,
process,NOUN,1095,0.484100456621004,2.20499657148228E-09,0.089458386679892,,
late,ADJ,1090,0.209825688073394,5.20890821660215E-39,-0.184816381867718,,
construct,NOUN,1085,0.283944700460829,2.7347014166806E-14,-0.110697369480283,1,
literature,NOUN,1078,0.602699443413729,1.02122219813029E-42,0.208057373472617,5,
take,VERB,1072,0.459757462686567,2.09030011109336E-05,0.065115392745454,,
provision,NOUN,1057,0.265146641438032,1.01080395275169E-18,-0.12949542850308,,
previous,ADJ,1051,0.294110371075166,1.22554137883302E-11,-0.100531698865946,,
proofreading,NOUN,1051,0.483986679352997,5.87267487214994E-09,0.089344609411885,5,
sincere,ADJ,1043,0.341572387344199,0.000432694182524,-0.053069682596913,,
electron,NOUN,1041,0.445552353506244,0.001081959926953,0.050910283565131,3.2,
sequence,NOUN,1038,0.283988439306358,6.75224051087133E-14,-0.110653630634754,1 or 2.1 or 3.2,
proof,NOUN,1035,0.501004830917875,6.74362975114849E-12,0.106362760976762,,
data,NOUN,1028,0.457645914396887,4.96864539378249E-05,0.063003844455774,2.2,
number,NOUN,1027,0.351324245374878,0.004044232920735,-0.043317824566234,,
thoughtful,ADJ,1022,0.348463796477495,0.00235969996638,-0.046178273463617,4,
method,NOUN,1001,0.303436563436563,1.62549955225088E-09,-0.09120550650455,,
interpretation,NOUN,980,0.348265306122449,0.002922743059583,-0.046376763818664,4,
trial,NOUN,979,0.491307456588356,1.59277198114218E-09,0.096665386647243,6,
referee,NOUN,977,0.235844421699079,7.77427635603949E-26,-0.158797648242034,,
reagent,NOUN,953,0.278310598111228,6.70384925269354E-14,-0.116331471829885,1,
gene,NOUN,942,0.319341825902335,1.51420746275892E-06,-0.075300244038777,1,
available,ADJ,940,0.258478723404255,9.97449973309326E-19,-0.136163346536857,,
specimen,NOUN,935,0.318663101604278,1.17221735300585E-06,-0.075978968336835,1,
recruitment,NOUN,927,0.629147788565265,9.42765570009896E-47,0.234505718624152,6,
whose,ADJ,926,0.32938444924406,4.62999513900948E-05,-0.065257620697053,,
participation,NOUN,925,0.453308108108107,0.000316076062605,0.058666038166995,6,
equipment,NOUN,899,0.242958843159065,7.6982074465619E-22,-0.151683226782047,1,
nurse,NOUN,897,0.705340022296545,1.52008821726858E-78,0.310697952355433,6,
health,NOUN,875,0.442331428571428,0.004094722353517,0.047689358630316,,
cytometry,NOUN,867,0.468292964244521,1.16005586867536E-05,0.073650894303409,3.1,
set,VERB,861,0.311149825783972,2.80526957404404E-07,-0.083492244157141,,
plant,NOUN,859,0.341792782305005,0.001310374588244,-0.052849287636107,1,
original,ADJ,851,0.31840188014101,2.99722322647905E-06,-0.076240189800102,4,
blood,NOUN,846,0.524089834515366,3.77004049528159E-14,0.129447764574254,1,
fund,NOUN,830,0.311807228915663,6.25620824995151E-07,-0.08283484102545,,
identification,NOUN,820,0.316963414634146,3.26171251399008E-06,-0.077678655306966,,
illustration,NOUN,817,0.464908200734394,5.98645258564412E-05,0.070266130793282,5,
test,NOUN,806,0.447444168734491,0.002765671971962,0.052802098793379,3.1,
family,NOUN,805,0.497900621118012,4.60972151971053E-09,0.1032585511769,,
assistant,NOUN,799,0.59459324155194,5.50553127190753E-30,0.199951171610828,6,
testing,NOUN,794,0.450642317380353,0.001777394360143,0.05600024743924,3.1,
strain,VERB,786,0.310928753180661,1.14434078815598E-06,-0.083713316760451,1,
no,NOUN,745,0.451731543624162,0.001849385653938,0.057089473683049,,
expert,NOUN,744,0.481061827956989,2.62094136826128E-06,0.086419758015877,,
professional,ADJ,734,0.502643051771117,5.330810225886E-09,0.108000981830005,,
procedure,NOUN,725,0.459393103448276,0.000406060537651,0.064751033507164,3,
present,VERB,721,0.330485436893204,0.00038833293409,-0.064156633047909,,
kind,NOUN,717,0.309874476987448,2.48573109164537E-06,-0.084767592953665,,
interest,NOUN,715,0.308587412587413,1.62897995738555E-06,-0.0860546573537,,
continuous,ADJ,705,0.27513475177305,2.08777116579264E-11,-0.119507318168063,,
idea,NOUN,703,0.292958748221906,1.56194083866461E-08,-0.101683321719207,4,
resource,NOUN,699,0.287854077253219,4.43987733206685E-09,-0.106787992687894,1,
involve,VERB,697,0.454777618364419,0.001682611834238,0.060135548423307,,
x,NOUN,694,0.253069164265129,3.68402065634804E-15,-0.141572905675983,,
submission,NOUN,690,0.518028985507246,8.15409323207746E-11,0.123386915566134,5,
professor,NOUN,684,0.274809941520468,3.92947508341789E-11,-0.119832128420645,,
secretarial,ADJ,682,0.849413489736071,2.24059288917315E-132,0.454771419794959,6,
library,NOUN,678,0.444705014749262,0.009470845919852,0.05006294480815,6,
reference,NOUN,677,0.450443131462334,0.004083406060575,0.055801061521221,,
code,NOUN,676,0.205769230769231,9.45641252175637E-26,-0.188872839171882,2.1,
extraction,NOUN,675,0.542948148148148,1.05177540155399E-14,0.148306078207036,3.1,
translation,NOUN,672,0.562068452380952,3.79834850598035E-18,0.16742638243984,5 or 6,
donation,NOUN,670,0.301149253731343,3.90261673356643E-07,-0.093492816209769,,
high,ADJ,668,0.320748502994012,7.39226440555812E-05,-0.073893566947101,,
director,NOUN,667,0.314932533733133,2.16761650541908E-05,-0.079709536207979,,
consultant,NOUN,663,0.340346907993967,0.00369794970927,-0.054295161947146,6,
relate,VERB,660,0.344878787878788,0.00761276237906,-0.049763282062325,,
year,NOUN,655,0.318977099236641,5.22535471202942E-05,-0.075664970704472,,
course,NOUN,644,0.336785714285714,0.002162321061592,-0.057856355655398,,
ray,NOUN,640,0.248859375,7.0971298719185E-15,-0.145782694941113,3.2,
maintain,VERB,634,0.344574132492113,0.00926753173539,-0.050067937448999,,
coordinate,VERB,632,0.557215189873417,2.16458566203183E-16,0.162573119932305,6,
map,NOUN,622,0.315546623794212,4.7100331720187E-05,-0.0790954461469,,
spectrometry,NOUN,618,0.317411003236246,7.55069244338625E-05,-0.077231066704867,3.2,
strategy,NOUN,617,0.671410048622367,1.38797608647519E-43,0.276767978681254,4,
foundation,NOUN,611,0.266022913256956,2.06408732421575E-11,-0.128619156684157,,
technician,NOUN,604,0.504271523178808,7.05432515757778E-08,0.109629453237696,3.1,
flow,ADJ,596,0.45243288590604,0.004970720728042,0.057790815964928,3.1,
seed,NOUN,592,0.25722972972973,2.09411425330202E-12,-0.137412340211383,,
structure,NOUN,591,0.232961082910322,5.71818700496431E-17,-0.161680987030791,2.1 or 3.2,
construct,VERB,589,0.322054329371817,0.000239266902306,-0.072587740569296,,
produce,VERB,585,0.34208547008547,0.008734331533705,-0.052556599855643,,
source,NOUN,583,0.286466552315609,5.27859763973733E-08,-0.108175517625504,,
histological,ADJ,582,0.508144329896907,5.01565059252714E-08,0.113502259955795,3.1,
former,ADJ,577,0.316169844020797,8.68183619466374E-05,-0.078472225920316,,
several,ADJ,575,0.279147826086956,5.68073856834766E-09,-0.115494243854156,,
donate,VERB,573,0.264397905759162,4.83404827473274E-11,-0.13024416418195,,
maintenance,NOUN,567,0.493086419753086,2.67096497079648E-06,0.098444349811974,6,
questionnaire,NOUN,557,0.532405745062837,8.0715946519565E-11,0.137763675121725,6,
manager,NOUN,550,0.462181818181818,0.001433744143951,0.067539748240706,6,
patient,ADJ,548,0.551131386861314,1.83980898343331E-13,0.156489316920202,6,
mass,ADJ,545,0.318733944954128,0.000225798773253,-0.075908124986984,3.2,
bioinformatic,NOUN,543,0.276869244935543,9.70380802501944E-09,-0.117772825005569,2.1,
coordinator,NOUN,543,0.621049723756906,3.1713423566119E-26,0.226407653815794,6,
assessment,NOUN,537,0.502979515828678,4.3806810088089E-07,0.108337445887565,6,
subject,NOUN,535,0.468971962616822,0.000652363939163,0.07432989267571,6,
concern,VERB,535,0.250710280373832,2.61837113814869E-12,-0.143931789567281,,
r,NOUN,527,0.222220113851993,5.09255597493937E-17,-0.17242195608912,,
skillful,ADJ,524,0.717805343511451,1.42772731501548E-50,0.323163273570339,,
virus,NOUN,523,0.303231357552581,1.34934807868997E-05,-0.091410712388532,1,
transgenic,ADJ,522,0.320938697318008,0.000467741604257,-0.073703372623105,1,
suggest,VERB,513,0.229142300194932,1.41021424171687E-15,-0.16549976974618,4,
calculation,NOUN,512,0.24068359375,2.06437220607184E-13,-0.153958476191112,2.1 or 2.2,
volunteer,NOUN,504,0.521567460317461,1.37507798694988E-08,0.126925390376348,6,
manage,VERB,500,0.50368,1.41911164063701E-06,0.109037930058888,6,
mutant,ADJ,497,0.287585513078471,5.09094464664253E-07,-0.107056556862642,1,
unpublished,ADJ,488,0.22797131147541,5.56153629181738E-15,-0.166670758465702,,
specie,NOUN,487,0.265934291581109,2.37400163684489E-09,-0.128707778360004,1,
friend,NOUN,485,0.261608247422681,5.06717952794849E-10,-0.133033822518432,,
coordination,NOUN,484,0.657479338842975,2.94340352130653E-31,0.262837268901863,6,
computational,ADJ,484,0.196074380165289,3.55929090319615E-21,-0.198567689775823,2.1,
criticism,NOUN,484,0.267086776859504,3.83671857921027E-09,-0.127555293081608,4,
type,NOUN,482,0.265912863070539,3.49260330576053E-09,-0.128729206870573,,
initiate,VERB,481,0.2902079002079,1.44142233688262E-06,-0.104434169733212,,
isolation,NOUN,469,0.512132196162047,3.02755953699894E-07,0.117490126220934,3.1,
interview,NOUN,469,0.693731343283582,7.8814550307209E-39,0.29908927334247,6,
unit,NOUN,467,0.45916488222698,0.00520956766971,0.064522812285868,,
programming,NOUN,461,0.243167028199566,8.82330474179796E-12,-0.151475041741546,2.1,
issue,NOUN,460,0.318826086956522,0.000691766023895,-0.075815982984591,,
precious,ADJ,457,0.493501094091904,2.42274871886598E-05,0.098859024150791,,
histology,NOUN,455,0.522769230769231,6.64854039538135E-08,0.128127160828118,3.1,
photograph,NOUN,455,0.298813186813187,1.50478252931631E-05,-0.095828883127926,3.2,
behalf,NOUN,454,0.546718061674009,8.89989244931081E-11,0.152075991732897,,
programme,NOUN,451,0.473215077605322,0.000871136772479,0.078573007664209,2.1,
tool,NOUN,451,0.305831485587583,7.45975401270161E-05,-0.088810584353529,1,
purification,NOUN,449,0.464008908685969,0.003206549869294,0.069366838744856,3.1,
cdna,NOUN,445,0.251932584269663,2.91191487778834E-10,-0.142709485671449,1,
thesis,NOUN,440,0.52,2.03369524367192E-07,0.125357930058888,6,
clone,NOUN,439,0.266423690205011,1.21213827756755E-08,-0.128218379736101,1 or 3.1,
genome,NOUN,434,0.261428571428571,5.45740586292616E-09,-0.133213498512541,,
grammar,NOUN,432,0.503935185185185,6.92144604130864E-06,0.109293115244073,5,
format,VERB,422,0.668341232227489,1.17383616894821E-29,0.273699162286376,5,
publish,VERB,421,0.300570071258907,5.15788822598413E-05,-0.094071998682205,,
outstanding,ADJ,420,0.567071428571428,1.207670271033E-12,0.172429358630316,,
mutant,NOUN,420,0.317476190476191,0.000975200272852,-0.077165879464922,1,
msc,NOUN,420,0.52352380952381,1.79480674568507E-07,0.128881739582697,,
inspire,VERB,417,0.289640287769784,6.04766615237417E-06,-0.105001782171328,4,
computer,NOUN,416,0.240817307692308,3.46401352247722E-11,-0.153824762248805,2.1,
agreement,NOUN,413,0.603535108958839,1.50974746603891E-17,0.208893039017727,,
employee,NOUN,410,0.516,1.0958392537666E-06,0.121357930058888,,
numerous,ADJ,408,0.282916666666667,2.25233924891871E-06,-0.111725403274446,,
genotyping,NOUN,403,0.550719602977668,5.17994053680644E-10,0.156077533036555,3.1,
simulation,NOUN,403,0.203399503722084,1.28728051569698E-16,-0.191242566219028,2.1,
organize,VERB,403,0.506873449131513,6.71370116777017E-06,0.112231379190401,6,
stimulate,VERB,401,0.251147132169576,1.23590536911782E-09,-0.143494937771536,,
constant,ADJ,391,0.319053708439898,0.001584524841041,-0.075588361501215,,
script,NOUN,388,0.174948453608247,4.1128843124087E-21,-0.219693616332865,2.1,
translate,VERB,387,0.50405684754522,1.48073788937483E-05,0.109414777604107,5 or 6,
immunohistochemistry,NOUN,384,0.559635416666667,1.34524204618578E-10,0.164993346725554,3.1,
intellectual,ADJ,379,0.293562005277045,3.96891443743604E-05,-0.101080064664068,4,
child,NOUN,377,0.558355437665783,2.5058377761094E-10,0.16371336772467,,
scientist,NOUN,374,0.323529411764706,0.004996678716756,-0.071112658176407,,
draft,VERB,373,0.494450402144772,0.000130432131333,0.09980833220366,5,
recombinant,ADJ,367,0.312316076294278,0.000913628718066,-0.082325993646835,1,
beamline,NOUN,364,0.255027472527472,1.436143906126E-08,-0.13961459741364,,
stock,NOUN,362,0.287955801104972,2.54876503888579E-05,-0.10668626883614,1,
implement,VERB,360,0.286,1.16901829708294E-05,-0.108642069941112,,
pass,VERB,359,0.268050139275766,5.84678818780517E-07,-0.126591930665346,,
yeast,NOUN,358,0.300418994413408,0.000183997666639,-0.094223075527705,1,
colony,NOUN,357,0.500672268907563,7.37080234059475E-05,0.106030198966451,1 or 3.1,
monoclonal,ADJ,356,0.241123595505618,6.38128713560972E-10,-0.153518474435494,1,
opportunity,NOUN,354,0.26180790960452,1.1312712087859E-07,-0.132834160336593,,
recruit,VERB,354,0.604237288135593,4.71599006270321E-15,0.209595218194481,6,
presentation,NOUN,352,0.324261363636364,0.006378498045559,-0.070380706304749,,
contract,NOUN,350,0.255171428571429,3.73878341505566E-08,-0.139470641369684,,
web,NOUN,348,0.229597701149425,4.2745452469693E-11,-0.165044368791687,2.1,
mass,NOUN,343,0.28469387755102,1.94024664373822E-05,-0.109948192390092,3.2,
entry,NOUN,341,0.607888563049854,3.31774450867878E-15,0.213246493108741,6,
set,NOUN,339,0.322507374631268,0.006391558010199,-0.072134695309844,,
study,VERB,339,0.322418879056048,0.006391558010199,-0.072223190885065,,
graphic,ADJ,338,0.495562130177514,0.000230657475844,0.100920060236402,,
organization,NOUN,332,0.521295180722891,3.696836023794E-06,0.126653110781779,6,
conversation,NOUN,331,0.223564954682779,4.43902487146985E-11,-0.171077115258333,4,
discuss,VERB,331,0.29,4.88692917339967E-05,-0.104642069941112,4,
table,NOUN,331,0.52190332326284,4.72665324344872E-06,0.127261253321727,,
space,NOUN,326,0.275276073619632,5.23081607458541E-06,-0.11936599632148,,
crew,NOUN,325,0.219692307692308,1.85908883859077E-11,-0.174949762248805,,
website,NOUN,324,0.215401234567901,4.93733679790671E-12,-0.179240835373212,2.1,
inspiration,NOUN,324,0.212376543209877,1.49364360885384E-12,-0.182265526731236,4,
screening,NOUN,324,0.503518518518518,8.33964547839163E-05,0.108876448577406,3.1,
algorithm,NOUN,321,0.168691588785047,2.21478907153538E-18,-0.225950481156066,2.1,
clinic,NOUN,319,0.581253918495298,2.73404182831234E-11,0.186611848554186,,
drawing,NOUN,318,0.47188679245283,0.005812584246175,0.077244722511718,,
infrastructure,NOUN,317,0.272082018927445,5.07236763498008E-06,-0.122560051013668,,
academic,ADJ,316,0.289113924050633,8.65233811165288E-05,-0.10552814589048,,
continued,ADJ,314,0.274171974522293,8.13095508013113E-06,-0.120470095418819,,
handling,NOUN,313,0.501341853035144,0.000207408628541,0.106699783094031,,
husbandry,NOUN,312,0.493301282051282,0.000619556960507,0.09865921211017,3.1,
video,NOUN,312,0.29875,0.000490744081174,-0.095892069941112,,
