filenamne,Text,keywords
AAPS_J/PMC6044282.nxml,"Mary Estes (Baylor College of Medicine, Houston, TX) for her invaluable guidance and support of our research, including sharing of study protocols to culture and characterize canine organoids, as well as Jordan Gongora (Biomedical Sciences, Iowa State University, IA) for her graphic design support.",culture;design
AAPS_PharmSciTech/PMC2850496.nxml,"Acknowledgments also to Tom-Ivar Eilertsen, University of Tromsø for doing the SEM micrographs, Merete Linchausen Skar, University of Tromsø, for measurements of bulk and tapped volumes, Rahul Vasantrao Haware and Skjalg Nyheim Solum, University of Tromsø for valuable discussions.",sem
AAPS_PharmSciTech/PMC2974134.nxml,"We thank Dr. Henry Brem at the Johns Hopkins University, for providing frozen brain tissues, Dr. Kacy Cullen and Dr. Michelle LaPlaca at the Georgia Institute of Technology for providing cortical neurons, and Dr. Heather Bara and Dr. Thanassios Sambanis at the Georgia Institute of Technology for providing adeno-associated virus.",virus
AAPS_PharmSciTech/PMC2974134.nxml,Dr. Sumit Paliwal and Dr. Samir Mitragotri carried out the  in vitro  tissue permeability studies.,tissue
AAPS_PharmSciTech/PMC2974134.nxml,"Dr. Krys Bankiewicz and John Bringas carried out the  in vivo  non-human primate study, and Dr. Gill Heart carried out its quantitative analysis.",analysis
AAPS_PharmSciTech/PMC3969488.nxml,"The authors would like to thank Yoshiko Fukuoka and Kazuyoshi Ogasawara for tablet formulation, Nobuo Aone and Akihito Kiguchiya for data acquisition support, and Toru Nakai and Fusashi Ishikawa for discussions regarding formulation analysis.",analysis;data
AAPS_PharmSciTech/PMC4179662.nxml,"The authors acknowledge the facilities, and the scientific and technical assistance of the Australian Microscopy & Microanalysis Research Facility at the Electron Microscope Unit, The University of New South Wales, and in particular, Judy Loo Ching Yee and Delfine Cheng who provided assistance with the cryo-TEM analysis of the samples.",analysis;microscopy
IBRO_Rep/PMC6084867.nxml,"First, we would like to acknowledge and thank Matt Ferola and Carlos Maya for their diligent and compassionate care of the animals involved in these studies.",animals
IBRO_Rep/PMC6084822.nxml,I am also grateful to Dr. Erika Scholl for her assistance in measuring rat serum osmolarity and to Dr. Noel Carlson for his insightful comments on the manuscript.,rat;serum
IBRO_Rep/PMC6084913.nxml,"The experimental data have also been accumulated by Mrs. Shotaro Suzuki, Yudai Hirano, and Kota Kume.",data
IBRO_Rep/PMC6084925.nxml,"The authors would like to thank the Flinders Biomedical Engineering Department, Mark McEwen and Noel Kitto for technical support, the Animal and Microscopy Facilities of Flinders University, Dr. Timothy Chataway, and the Alzheimer's and Parkinson diseases' lab especially Fariba Chegini for their enthusiastic discussions and support.",animal;microscopy
IBRO_Rep/PMC6084925.nxml,We also acknowledge Ms Robyn Flook and the South Australian Brain Bank in supplying all the brain tissue used in this study.,tissue
IBRO_Rep/PMC6084826.nxml,The authors would like to acknowledge the excellent technical assistance of Natacha Bazin and Tevrasamy Marday for the perfect care provided to rats throughout the studies.,rats
IBRO_Rep/PMC5507617.nxml,"The authors would like to thank Dr. Marta Miquel (Universitat Jaume I, Spain) for helpful discussions and the entire Sorg lab for assisting with the analysis.",analysis
IBRO_Rep/PMC6095098.nxml,The authors would like to thank Amanda Penko and A. Elizabeth Jansen for their roles in data collection.,data
IBRO_Rep/PMC6084862.nxml,"The authors are grateful to Professors Michael A. Silverman for BDNF plasmid, Debora R. Fior-Chadi and Edilamar Menezes for helping with physical exercise protocol.",plasmid
IBRO_Rep/PMC6111069.nxml,"Ms. Emmaline Bendell, Ms. Bingyu Zou and Dr. Ying Sun performed the animal breeding and histology; Dr. Carlos Blanco-Centurion performed the microscopy and cell counting.",animal;cell;microscopy
IDCases/PMC4672608.nxml,"We would like to thank Kathie Grant and Corinne Amar in the Gastrointestinal Bacteria Reference Unit, and Karen Broughton and Mary Slack in the Respiratory and Systemic Infection Laboratory for their comments on these cases and help interpreting laboratory data.",data
IDCases/PMC4735079.nxml,"The State Hygienic Laboratory of Iowa, 2490 Crosspark Rd, Coralville, IA 52241 performed initial culture and identification of the mold.",culture
IDCases/PMC4735459.nxml,We thank Dr. Nabeela Khan for contributing to the data analysis at Griffin Hospital.,analysis;data
IDCases/PMC4802676.nxml,"The author wishes to thank Dr. Caudia Vannini (Department of Biology, Pisa) for her contribution to the sequencing of the isolate.",sequencing
IDCases/PMC4840421.nxml,We acknowledge Ms. Jessica Friley for her help with animal studies and Ms. Haley Pipkins for technical support.,animal
IDCases/PMC4925901.nxml,"We thank Stéphane Lastère from the “Centre Hospitalier Territorial, Pirae, Tahiti, French Polynesia” for leptospirosis PCR diagnosis.",pcr
IDCases/PMC5007293.nxml,"We acknowledge Mr. Henk Brunings for performing all RT-PCR, and Dr. Mirdad Kazanji, Dr. Dominique Roussett, and Antoine Enfissi of Institute Louis Pasteur in Cayenne, French Guyana, for sequencing, phylogenetic analysis and fruitful discussion, and the Arboviral Diseases Branch of the Center for Disease Control and Prevention in Fort Collins, Colorado, USA, for providing Zika virus RNA.",analysis;rna;sequencing;virus
IDCases/PMC5423323.nxml,"We wish to thank Tatsuya Nakamura Ph.D., from the Department of Clinical Laboratory in Kobe University Hospital, for performing polymerase chain reaction and DNA sequence analyses of our CA-MRSA strains.",analyses;dna
IDCases/PMC5675711.nxml,"We also thank employees of the Clinical Laboratory of the Academic Hospital Paramaribo for their efforts, in particular Mr. Henk Brunings for performing ZIKV PCR.",pcr
IDCases/PMC6010936.nxml,"Also, special thanks to Phang Nga hospital, Thai Muaeng Chaipat hospital, and Center of Vector Bone Disease Control 11.1 Phang Nga.",vector
IEEE_J_Transl_Eng_Health_Med/PMC4839306.nxml,The authors would like to thank Dr. Sujata K. Bhatia for her support and Health Partners International for access to the software used to carry out inventory collection and analysis.,analysis;software
IEEE_J_Transl_Eng_Health_Med/PMC4848049.nxml,The authors would like to thank Megan Schmidt for assistance with data collection and Monica Mahre for help with manuscript preparation.,data
IEEE_J_Transl_Eng_Health_Med/PMC4848101.nxml,The authors would like to thank Bev de Jong for assistance in obtaining the ECG recordings and the analysis of Ewing battery results.,analysis
IEEE_J_Transl_Eng_Health_Med/PMC4848077.nxml,Authors are grateful to Dr. A. K. Susheela for providing the valuable suggestion and guidance during lab analysis.,analysis
IEEE_J_Transl_Eng_Health_Med/PMC4848075.nxml,"The authors would also like to thank Jennifer Hadway, Laura Morrison, and Lise Desjardins for their help in conducting the animal experiments.",animal
IEEE_J_Transl_Eng_Health_Med/PMC4848075.nxml,"{}$t$
\end{document} Time SUBSCRIPTS \documentclass[12pt]{minimal}
\usepackage{amsmath}
\usepackage{wasysym} 
\usepackage{amsfonts} 
\usepackage{amssymb} 
\usepackage{amsbsy}
\usepackage{upgreek}
\usepackage{mathrsfs}
\setlength{\oddsidemargin}{-69pt}
\begin{document}
}{}$A$
\end{document} Air condition (i.e., O 2 -Air, O 2 -Xe) \documentclass[12pt]{minimal}
\usepackage{amsmath}
\usepackage{wasysym} 
\usepackage{amsfonts} 
\usepackage{amssymb} 
\usepackage{amsbsy}
\usepackage{upgreek}
\usepackage{mathrsfs}
\setlength{\oddsidemargin}{-69pt}
\begin{document}
}{}$b$
\end{document} Blood condition in Inhalation \documentclass[12pt]{minimal}
\usepackage{amsmath}
\usepackage{wasysym} 
\usepackage{amsfonts} 
\usepackage{amssymb} 
\usepackage{amsbsy}
\usepackage{upgreek}
\usepackage{mathrsfs}
\setlength{\oddsidemargin}{-69pt}
\begin{document}
}{}$m$
\end{document} Mucous tissue \documentclass[12pt]{minimal}
\usepackage{amsmath}
\usepackage{wasysym} 
\usepackage{amsfonts} 
\usepackage{amssymb} 
\usepackage{amsbsy}
\usepackage{upgreek}
\usepackage{mathrsfs}
\setlength{\oddsidemargin}{-69pt}
\begin{document}
}{}$B$
\end{document} Brain Xe Xenon",tissue
IEEE_J_Transl_Eng_Health_Med/PMC4848063.nxml,The authors thank Sandy Yu for her help in video recording and data collection.,data
IEEE_J_Transl_Eng_Health_Med/PMC4848045.nxml,"The authors would like to express deep appreciation and special thanks to Dr. Roderic Pettigrew, Director of the National Institute of Biomedical Imaging and Bioengineering for his inspirational thoughts and plenary talk at the conference.",imaging
IEEE_J_Transl_Eng_Health_Med/PMC4852539.nxml,"The authors would also like to acknowledge W. Q. Tan, S. J. Lim, J. J. Lim and T. M. Aung for their assistance in the data collection.",data
IEEE_J_Transl_Eng_Health_Med/PMC4993133.nxml,"The authors acknowledge very helpful guidance and suggestions in selection of the colo-rectal cancer cell lines and the choice of drugs from Dr. J. Jousha Smith, a Surgical Oncologist at Memorial Sloan Kettering Cancer Center, New York, NY.",cell
IEEE_J_Transl_Eng_Health_Med/PMC4993148.nxml,"J. Austin also thanks Professor Todd Leen, who provided guidance and support in computing model statistics and generating descriptive figures.",statistics
IEEE_J_Transl_Eng_Health_Med/PMC5052028.nxml,"Finally, they thank Mr. Teruaki Nochino, Mr. Tianyi Wang, Mr. Takafumi Ohno, Mr. Hideto Imai from Osaka University for their analysis of the measured data and their generous comments on the analysis results.",analysis;data
IEEE_J_Transl_Eng_Health_Med/PMC5127706.nxml,"The authors would like to acknowledge our participants, and graduate assistants Jenna Cost and Rhea Proctor for assistance in data collection.",data
IEEE_J_Transl_Eng_Health_Med/PMC5396943.nxml,"A complete meeting summary was prepared by Susan Spence, PhD, Silvia Paddock, PhD, Payal Shah Martin, MPH, and Rose Maria Li, MBA, PhD, Rose Li and Associates, Inc., under contract to the National Institute of Biomedical Imaging and Bioengineering (NIBIB Contract Number HHSN268201600011A).",imaging
IEEE_J_Transl_Eng_Health_Med/PMC5411259.nxml,The authors would like to thank Dr. Albert Sinusas of Yale University for the canine experiments and imaging data.,data;imaging
IEEE_J_Transl_Eng_Health_Med/PMC5411244.nxml,"The authors thank the BCM Core for Advanced Magnetic Resonance Imaging (CAMRI) for their MRI support (especially Lacey Berry, Krista Runge, and Michael Beauchamp) and the Center for Comparative Medicine for veterinary assistance (especially Dalis Collins, Paul Johnson, and Jenni Adams).",imaging
IEEE_J_Transl_Eng_Health_Med/PMC5630006.nxml,"The authors would like to thank Yuriko Taniguchi, Osaka University, who helped us with the MMSE data collection, and Yuko Kawaguchi who recorded the speech data of our paraphrase component.",data
IEEE_J_Transl_Eng_Health_Med/PMC5881457.nxml,They would also like to thank Anita Stockselius for helping with the ACMC tests and analyses.,analyses
IEEE_J_Transl_Eng_Health_Med/PMC5951609.nxml,"The authors would like to thank Edoardo Bonizzoni for his help in regard to the technical aspects of the data collections, A. O’Brien and S. Rajan for their help recruiting subjects and carrying out the data collections, and all the study participants (stroke survivors, control subjects, and occupational therapists) who volunteered their time to provide us with valuable feedback about the proposed system.",data
IEEE_J_Transl_Eng_Health_Med/PMC6054514.nxml,The authors would like to thank Prof. A. Slocum and J. Yang for their valuable guidance and suggestions with device design.,design
IEEE_Trans_Neural_Syst_Rehabil_Eng/PMC5623133.nxml,We gratefully acknowledge Dr. Shawn O'Connor for contributing software for and instruction on the virtual reality system used in this study.,software
ILAR_J/PMC5886341.nxml,"Current MGI members include co-principal investigators Judith A. Blake, Carol J. Bult, James A. Kadin, Martin Ringwald, Joel E. Richardson, Cynthia L. Smith; informatics analysts and curators: Anna Anagnostopoulos, Dale A. Begley, Susan M. Bello, Richard M. Baldarelli, Karen Christie, Harold J. Drabkin, Jacqueline H. Finger, Paul Hale, Terry F. Hayamizu, David P. Hill, Michelle N. Knowlton, Debra M. Krupke, Monica McAndrews, Ingeborg J. McCright, Li Ni, Hiroaki Onda, Jill M. Recla, Deborah J. Reed, Beverly Richards-Smith, Dmitry Sitnikov, Constance M. Smith, Monika Tomczuk, Laurens Wilming, Jinxia Xu, Yunxia Zhu; software developers: Jonathan S. Beal, Olin Blodgett, Jeffrey W. Campbell, Lori E. Corbani, Mary E. Dolan, Peter Frost, Sharon C. Giannatto, Lucie Hutchins, Jill R. Lewis, David B. Miers, Howie Motenko, Steven B. Neuhauser, Kevin R. Stone; user support staff: MeiYee Law, David R. Shaw; and administrative support staff: Nancy E. Butler, Janice E. Ormsby.",software
IMA_Fungus/PMC3348774.nxml,"I express my appreciation to Paul M Kirk (CABI Europe, UK) for data on species names in the  Index Fungorum  database; the late John C Krug (Centre for Biodiversity and Conservation Biology, Royal Ontario Museum, Toronto) for providing some unavailable papers.",data
IMA_Fungus/PMC3348777.nxml,"Dae-Hoo Kim is greatly acknowledged for the preparations of the SEM images of the ascospores, and we thank Uwe Braun for providing the Latin diagnosis.",sem
IMA_Fungus/PMC3348776.nxml,"We are grateful to Tineke van Doorn who helped with the morphological data, Uwe Braun with the Latin diagnosis, and our referees.",data
IMA_Fungus/PMC3348773.nxml,Tineke van Doorn helped with the morphological data and Uwe Braun kindly provided the Latin diagnosis.,data
IMA_Fungus/PMC3348779.nxml,"The authors thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photo plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3348781.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photo plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3359811.nxml,"Tübingen, Germany) for providing the molecular lab, Anna Łatkiewicz (Kraków, Poland) for help with the SEM pictures, and Roger G. Shivas (",sem
IMA_Fungus/PMC3317358.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3317357.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photo plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3317363.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3317362.nxml,"We thank the technical staff, Alta Schoeman, Almarie Van den Heever, Thabo Phasoana, Sheryldene Williams, Gregory Anthony and John Deysel (isolations, purifications and conducting the pathogenicity test), Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3719206.nxml,"We thank Michael Weiß, Sigisfredo Garnica, and Robert Bauer (Tübingen, Germany) for providing facilities for molecular analyses, Kyrylo G. Savchenko (Haifa, Israel) for sending a material, the Curators of herbaria: Herbert Boyle (GLM), Bart Buyck (PC), Markus Scholler (KR), and Kálmán Vánky (H.U.V.) for loan of specimens, and Anna Łatkiewicz (",analyses
IMA_Fungus/PMC3539317.nxml,"We thank Michael Weiß, Sigisfredo Garnica, and Robert Bauer (Tübingen) for providing facilities for molecular analyses, Michael Weiß for critically reading the manuscript, Christine Vánky (Tübingen) for technical assistance with the illustrations, Jolanta Piątek (Kraków) for preparing the world map, Magda Wagner-Eha (Tübingen) for technical assistance with the semi-thin sections, Anna Łatkiewicz (Kraków) for help with the SEM photomirographs, and the Curators of DAR and K (M) for the loan of specimens.",analyses;sem
IMA_Fungus/PMC4329328.nxml,"We thank Hillary Hatzipetrakos and Tim Tully at Awenda Provincial Park for fieldwork assistance, and Lisa Bukovnik at Duke University for facilitating the genome sequencing.",sequencing
IMA_Fungus/PMC4329328.nxml,"For  Leptographium procerum , we acknowledge the assistance of Tuan A. Duong (FABI, University of Pretoria) with the preparation of the sample for Illumina sequencing, and Kevin J. Dodds and Garret D. Dubois (USDA Forest Service, USA) for assistance with collections.",sample;sequencing
IMA_Fungus/PMC3539313.nxml,"We thank the technical staff, Arien van Iperen (cultures), Marjan Vermaas (photographic plate), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3399101.nxml,"I thank the curators of H, “H.U.V.” and IBAR for the loan of specimens, Anna Łatkiewicz (Kraków, Poland) for her help with the SEM micrographs, and David L. Hawksworth (Madrid, Spain / London, UK) and Roger G. Shivas (Dutton Park, Australia) for helpful comments on the manuscript.",sem
IMA_Fungus/PMC3399098.nxml,"We thank the technical staff of CBS, Arien van Iperen (cultures), Marjan Vermaas (photographic plates), and Mieke Starink-Willemse (DNA isolation, amplification and sequencing) for their invaluable assistance.",dna;sequencing
IMA_Fungus/PMC3905942.nxml,We thank Mario Ruiz Girela and Santiago Ferrón Moraleda for their invaluable help in sample collection and to the Ionomic Service of the Centro de Edafología,sample
